host_id,host_name,host_since,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_identity_verified
15874551,Paige,2014-05-22,t,within an hour,100%,22%,1,1,t
185671079,Egilio,2018-04-22,t,within an hour,100%,98%,2,3,t
185730560,Ruqqia,2018-04-22,,within an hour,100%,,1,12,f
186831999,John,2018-04-28,,within an hour,100%,95%,2,2,t
101838697,Bryan,2016-10-30,,within an hour,100%,100%,2,3,t
766301,Sarah,2011-07-01,f,within a day,100%,0%,1,1,t
116156469,Bill And Katina,2017-02-12,t,within a day,100%,85%,3,4,t
131850887,Jordan,2017-05-24,f,,,,1,1,t
188495593,Harvey,2018-05-08,,,,100%,1,12,t
122930869,Justine,2017-03-27,f,within an hour,100%,100%,1,1,t
169074939,Georgina,2018-01-21,f,,,100%,1,1,t
190105304,Donna (& Michael),2018-05-17,,within an hour,93%,98%,1,1,t
25893237,Lynda,2015-01-10,,,,,1,1,t
192561013,Jemal,2018-05-30,,within a few hours,90%,92%,2,2,t
108713039,Ana,2016-12-27,,within an hour,100%,87%,2,2,t
185100371,E.Q,2018-04-19,t,within an hour,100%,100%,22,52,t
110700207,Bill,2017-01-09,,,,100%,1,1,t
28643127,Lisa,2015-03-02,t,within an hour,100%,92%,2,4,t
201737397,Mutiu,2018-07-12,,within an hour,100%,94%,1,3,t
90508671,Johnny,2016-08-17,f,within a day,60%,0%,2,2,t
8336085,Joseph,2013-08-22,,within an hour,100%,100%,1,2,t
11135988,Mary,2014-01-08,t,within an hour,100%,100%,5,5,t
123302934,Executive Stay,2017-03-29,t,within an hour,100%,98%,8,24,t
208340512,Teo,2018-08-08,f,a few days or more,0%,,1,1,t
210390796,Iresha,2018-08-18,,,,0%,1,1,f
211858688,Aizeyosabo,2018-08-26,,,,,1,1,f
108753850,Safina,2016-12-27,,within an hour,71%,100%,2,2,t
116800314,Tevin,2017-02-17,f,within an hour,100%,100%,1,1,t
38109052,Michelle,2015-07-10,,,,0%,1,1,t
215545724,Robert,2018-09-15,f,within a few hours,100%,75%,1,1,t
217104502,Marie,2018-09-24,,within an hour,100%,100%,3,3,f
39647666,Kristin,2015-07-26,f,,,,1,2,t
70451075,Celina & David,2016-05-05,t,within an hour,100%,94%,1,1,t
222606237,Christina,2018-10-25,,within a few hours,100%,83%,1,2,t
199538184,Olamilekan,2018-07-02,,within an hour,100%,93%,4,4,t
25149836,Ben & Paige,2014-12-23,t,within an hour,100%,95%,2,4,t
226116075,Darwin,2018-11-16,,a few days or more,43%,67%,1,1,f
226695089,Henry,2018-11-20,,within an hour,100%,100%,1,1,f
21822383,Julie,2014-09-26,t,within an hour,100%,91%,1,1,t
227017023,Marisa,2018-11-22,f,within a day,50%,100%,1,1,f
313682239,E.Q,2019-12-02,t,within an hour,100%,99%,21,21,t
110192366,Stay549,2017-01-06,t,within an hour,100%,95%,7,8,t
155904768,Nini,2017-10-23,f,within a day,100%,60%,1,1,t
35874282,Steady Homes,2015-06-15,f,within an hour,100%,80%,2,3,t
120010020,Misty,2017-03-09,,,,100%,2,2,t
137404574,Hilda,2017-06-27,f,within an hour,100%,100%,2,2,t
44585692,Nicolas,2015-09-19,,within a day,100%,100%,1,1,t
35313904,Cathy,2015-06-08,,within a few hours,100%,67%,1,1,t
15818259,Kelly,2014-05-21,,within an hour,100%,100%,2,4,f
236337476,Roxy,2019-01-13,f,within an hour,100%,100%,1,1,t
69578822,MM Properties Wpg,2016-04-29,t,within an hour,100%,98%,4,6,t
238999894,Mat,2019-01-25,,within a day,67%,71%,3,3,t
239185971,Faisane,2019-01-26,,,,,1,1,f
82573513,Evan Chase,2016-07-08,t,within an hour,100%,96%,1,1,t
240319765,Chris,2019-02-01,,,,,1,1,f
203874825,Fatima,2018-07-20,t,within an hour,100%,91%,3,3,t
10705269,Bel,2013-12-19,f,within an hour,90%,98%,1,2,t
206946214,Melanie,2018-08-02,f,within a day,100%,,3,5,t
246644202,Kiran,2019-03-03,f,a few days or more,33%,0%,1,1,t
249669972,Crystal,2019-03-18,t,within an hour,90%,100%,4,4,t
3981079,Alex,2012-10-26,f,within a day,90%,68%,1,1,t
12859373,Maria,2014-03-06,t,within a few hours,100%,100%,2,2,t
152950826,Hedi,2017-10-02,,within an hour,100%,86%,1,2,t
98927265,Pawan,2016-10-09,,within a few hours,100%,0%,1,1,t
255844093,Katherin,2019-04-14,,,,0%,1,5,f
256832779,Miguel,2019-04-19,f,,,,1,1,f
38459934,Corporate Stays,2015-07-14,f,within a few hours,98%,89%,455,544,t
261799192,Wendelina,2019-05-14,,within an hour,88%,93%,4,5,t
251997834,Brenda,2019-03-29,,within an hour,100%,100%,2,2,t
227205574,Joseph,2018-11-23,f,within a few hours,88%,92%,1,7,t
45170705,Karen,2015-09-26,t,within an hour,100%,78%,1,1,t
194010985,Yang,2018-06-07,t,within an hour,100%,100%,3,3,t
267961977,Greenview,2019-06-11,f,within an hour,100%,57%,1,1,t
187511043,Vidura,2018-05-02,,within a few hours,100%,100%,1,1,t
17653348,Moshe,2014-07-04,,within a day,100%,0%,1,1,t
52798939,Coleen,2015-12-30,,within a day,100%,,1,2,t
163070,David,2010-07-10,,within an hour,100%,96%,3,3,t
272132100,Mehari,2019-06-28,f,a few days or more,0%,0%,1,2,f
277396359,Ruth Grace,2019-07-19,t,within an hour,100%,99%,1,1,t
2292373,Dallas And Carla,2012-05-04,t,within a few hours,100%,80%,3,6,t
250960597,Chris & Courtney,2019-03-24,t,within an hour,100%,97%,5,5,t
39728595,Jess,2015-07-27,,,,100%,1,1,t
281574286,Sean And Carolyn,2019-08-01,t,within an hour,100%,96%,1,1,t
282140527,Julie Ann,2019-08-03,,within an hour,100%,94%,3,3,f
36084423,Maggie,2015-06-17,t,within an hour,100%,100%,4,4,t
83638615,Chris,2016-07-14,t,within an hour,100%,92%,3,3,t
108722007,Denis,2016-12-27,,within an hour,100%,100%,1,1,t
293745142,"Martina, Bruce, And Lauren",2019-09-10,t,within an hour,100%,94%,1,1,t
293079642,Stephanie,2019-09-08,,a few days or more,0%,0%,2,2,f
294393552,Muhammad,2019-09-12,,within an hour,100%,100%,2,2,t
55013632,Karen,2016-01-17,f,within a few hours,100%,86%,1,2,t
298357507,Kevin,2019-09-27,f,within a few hours,100%,93%,6,8,t
298544648,JaneAnne,2019-09-28,f,,,,1,1,t
124913178,Nardia,2017-04-08,f,within an hour,100%,99%,15,21,t
268857520,Carrie,2019-06-15,f,a few days or more,0%,0%,2,2,t
299499222,Stella,2019-10-02,f,within a few hours,100%,100%,1,1,t
5626785,Caroline,2013-03-25,f,a few days or more,0%,0%,1,1,t
163478285,Lateef,2017-12-20,,,,100%,1,1,t
302439140,Laura Marie,2019-10-15,t,within an hour,100%,100%,1,1,t
141801009,Criselda,2017-07-22,,within an hour,100%,89%,3,6,t
304904186,Kelly,2019-10-27,,within an hour,100%,98%,6,6,t
304936446,Abel,2019-10-27,,within an hour,100%,99%,2,2,t
305572011,Mandipa,2019-10-30,f,,,,1,1,t
119176808,Annie,2017-03-04,f,within an hour,100%,100%,2,2,t
62123717,Jeremie,2016-03-08,f,within an hour,100%,100%,2,2,f
307597595,Kemy,2019-11-06,,within an hour,100%,100%,3,3,t
308325854,Sylvester,2019-11-09,f,,,,1,1,f
42343280,Kin Keung,2015-08-24,,a few days or more,0%,0%,1,1,t
273419083,Elizabeth,2019-07-03,t,within an hour,100%,97%,5,6,t
309608502,David,2019-11-14,t,within an hour,100%,97%,5,7,t
44203845,Kat,2015-09-14,f,a few days or more,0%,50%,1,4,t
314438876,Larry,2019-12-04,f,within a few hours,100%,100%,1,1,t
170655363,Vera,2018-01-29,,,,100%,1,1,t
292961388,M.,2019-09-07,f,within an hour,100%,100%,1,2,t
26512800,Mobi,2015-01-22,,,,,1,1,t
184981743,Loida And Alan,2018-04-18,t,within an hour,100%,87%,3,3,t
77723885,Helena,2016-06-14,t,within an hour,100%,99%,4,8,t
329107669,Navneet,2020-01-19,f,within a day,100%,50%,1,1,f
19308657,Jordan,2014-08-01,t,,,,3,3,t
336207432,Sumbal,2020-02-14,,a few days or more,0%,100%,1,2,f
336992214,Kirill,2020-02-17,,within an hour,100%,96%,1,1,t
325617908,Ashley,2020-01-08,t,within an hour,100%,85%,4,7,t
254141373,Jasmeet,2019-04-08,,within a day,100%,,1,6,t
95312694,Azeez,2016-09-15,,within a few hours,100%,93%,1,2,t
341920704,Sylvester,2020-03-18,,within an hour,100%,95%,3,3,t
294422265,Susana,2019-09-12,f,within an hour,100%,100%,1,1,t
225427538,Ranjit,2018-11-12,,,,50%,1,1,t
348144031,Sheriff,2020-05-31,,within an hour,100%,100%,4,4,t
30874680,Doug,2015-04-08,t,within an hour,100%,92%,1,1,t
71727619,Tara,2016-05-12,t,within an hour,100%,97%,1,1,t
152349711,Chad,2017-09-27,f,within a day,50%,83%,1,1,f
359352320,Temmie,2020-07-29,t,within a day,67%,78%,1,1,t
135314777,James,2017-06-16,,within an hour,100%,75%,1,4,t
179270530,Kokeb,2018-03-19,f,a few days or more,0%,22%,1,1,t
56931981,Wally,2016-02-01,f,within an hour,100%,90%,1,1,t
365974118,Elyse,2020-09-04,f,within an hour,100%,100%,25,25,t
27563486,Luisa & Jayme,2015-02-10,,within an hour,100%,93%,1,2,t
210203810,Andrew,2018-08-17,t,within an hour,100%,94%,1,2,t
358040596,Michael,2020-07-23,f,within an hour,100%,100%,1,1,t
370562798,Dave & Vicky,2020-10-04,f,,,100%,1,3,t
41109580,Ritz,2015-08-10,f,within an hour,98%,99%,6,11,t
83528418,Mary,2016-07-13,,a few days or more,33%,100%,2,2,t
62234439,Jennifer,2016-03-09,t,within an hour,100%,100%,4,6,t
263787117,Alex,2019-05-23,f,within an hour,100%,0%,1,1,t
61952268,Adesuwa,2016-03-07,t,within an hour,100%,100%,1,1,t
374493257,Lianlong,2020-11-04,,a few days or more,10%,0%,2,3,f
375702956,Nazima,2020-11-15,,,,,1,2,t
251853488,Cindy,2019-03-28,,a few days or more,0%,0%,2,2,t
375945409,David Jeffrey,2020-11-16,f,within an hour,100%,99%,6,7,t
376327468,Hugh,2020-11-19,f,within an hour,100%,92%,3,4,t
374292404,Samuel,2020-11-03,,within an hour,100%,97%,8,8,t
128856873,John,2017-05-04,f,within an hour,100%,100%,2,3,t
372801588,Truong,2020-10-21,,,,,1,1,f
301681807,Olu,2019-10-11,,within an hour,100%,99%,3,3,t
165704595,Emmanuel,2018-01-03,t,within an hour,100%,100%,1,1,t
66841218,Saad,2016-04-12,,within a day,67%,0%,2,2,t
321578055,Preet,2019-12-27,f,a few days or more,0%,,1,1,t
23818975,Heather,2014-11-16,t,within an hour,100%,100%,2,2,t
256637440,Anthony,2019-04-18,t,within an hour,100%,93%,1,1,t
54783332,Alberto,2016-01-15,f,within an hour,100%,98%,59,59,t
382062578,Busuyi,2020-12-28,,a few days or more,0%,0%,1,1,t
385630285,Avi,2021-01-22,t,within an hour,100%,97%,1,1,t
218226046,Davis,2018-10-01,f,within a few hours,100%,100%,2,2,t
390125063,Andrea,2021-02-25,f,within an hour,100%,95%,7,7,t
221208841,Carmen,2018-10-17,f,within an hour,100%,100%,1,1,t
322217142,Ibrahim,2019-12-29,f,a few days or more,0%,0%,1,1,t
146070721,Roger,2017-08-15,f,a few days or more,0%,,1,1,t
393587370,Paul And Priscilia,2021-03-21,,within an hour,100%,98%,2,2,t
394195167,Ngozi,2021-03-25,,within an hour,100%,99%,3,3,t
243723924,Amy,2019-02-17,t,within an hour,100%,97%,1,2,t
3494549,Efren,2012-09-06,t,within an hour,100%,83%,1,2,t
144220958,Ifunanya,2017-08-04,,within an hour,100%,100%,1,1,f
92641804,Nathan,2016-08-30,t,within an hour,100%,100%,2,2,t
44966488,Farah,2015-09-23,t,within an hour,100%,83%,1,1,t
396535383,Tetsoma,2021-04-11,,within an hour,100%,100%,3,3,t
393871664,Damola,2021-03-23,,within an hour,100%,99%,3,3,t
60836814,Ahmed,2016-02-28,,within an hour,100%,96%,1,2,t
145896090,Victoria,2017-08-14,,within an hour,100%,60%,2,2,t
257060618,Stephanie,2019-04-20,f,within an hour,100%,100%,1,1,f
392855589,Katie,2021-03-16,t,within an hour,94%,92%,2,3,t
9711247,Mitchell,2013-10-29,t,within an hour,100%,100%,1,1,t
64679900,Kareem,2016-03-27,f,within a few hours,100%,33%,1,5,t
116808477,Ross,2017-02-17,f,within a day,50%,,1,1,f
394055253,Joanna,2021-03-24,,within an hour,100%,100%,1,1,t
409323685,Darcy & Michelle,2021-06-26,t,within a few hours,100%,98%,1,1,t
410136679,Fleur,2021-06-30,t,,,,1,1,t
410390532,Jody,2021-07-02,f,within a day,100%,,1,1,t
25608286,Figskin,2015-01-04,,,,0%,2,4,t
80006742,Darin,2016-06-26,f,within a few hours,100%,100%,1,3,f
28288189,Desneige,2015-02-24,t,within an hour,100%,98%,1,1,t
413186240,Leila,2021-07-15,f,within an hour,100%,70%,6,18,t
411970522,Lanre,2021-07-09,f,within an hour,100%,83%,1,2,t
143482754,Diana,2017-07-31,f,within an hour,100%,100%,1,1,t
387441461,Salvatory,2021-02-05,,within an hour,100%,93%,1,1,t
74224801,Brad,2016-05-26,t,within an hour,100%,99%,6,9,t
383676629,Zain,2021-01-08,,within an hour,100%,100%,1,1,t
252632209,Danai,2019-04-01,f,within a day,70%,42%,1,1,t
417387929,Delcina,2021-08-07,f,within a few hours,100%,86%,1,1,t
418646993,Innocent,2021-08-15,t,within an hour,100%,100%,1,1,t
419592825,Sylvia,2021-08-22,t,within an hour,100%,100%,1,1,t
419664335,Tia,2021-08-22,t,within an hour,91%,98%,1,1,t
420408102,Adeola,2021-08-27,,within an hour,100%,71%,3,3,t
420511753,Babatola,2021-08-28,t,,,100%,2,2,t
421169286,Hawawu,2021-09-01,,a few days or more,0%,,1,1,t
371824573,Shereen,2020-10-13,t,within an hour,100%,97%,3,3,t
83089228,Lucky,2016-07-11,f,within an hour,90%,100%,2,2,t
48635761,Wouter,2015-11-10,f,within an hour,100%,98%,1,4,f
423619219,Remi,2021-09-18,,,,100%,1,3,t
134395448,Robyn,2017-06-10,f,within an hour,96%,99%,21,36,t
76538863,Sophia,2016-06-08,t,within an hour,100%,92%,2,2,t
425386675,Jaime,2021-09-30,t,within an hour,100%,98%,1,1,t
419089447,Joshua,2021-08-18,t,within an hour,100%,100%,1,1,f
72157932,Wpg,2016-05-15,f,within an hour,100%,100%,17,17,t
305430394,Oksana,2019-10-30,t,within an hour,100%,93%,1,1,t
84460949,Ebubechukwu,2016-07-18,f,within an hour,100%,100%,1,1,t
426338917,Liam,2021-10-07,f,within an hour,100%,93%,2,2,t
361310476,Gustave,2020-08-09,f,within an hour,90%,96%,3,3,t
289694152,Ak,2019-08-27,,within a few hours,88%,0%,1,1,t
428000486,Patricia,2021-10-18,,within a day,100%,73%,1,1,f
7282960,Bia And Enri,2013-07-04,f,within a day,83%,57%,1,1,t
428263238,Cindy,2021-10-20,t,within an hour,100%,100%,2,2,t
161647684,Jarek,2017-12-06,t,within an hour,100%,97%,1,1,t
52093594,Benil,2015-12-23,t,within an hour,100%,96%,2,2,t
395850022,Jessica,2021-04-06,t,within an hour,100%,100%,8,11,t
26506986,Lorrainne,2015-01-21,t,within an hour,97%,99%,5,6,t
4858628,Glenda,2013-01-26,f,within an hour,100%,100%,1,1,t
2646438,David,2012-06-15,f,,,,1,1,f
1551204,Doug,2011-12-30,t,within an hour,100%,100%,2,3,t
188791381,Sukhi,2018-05-09,f,within an hour,100%,0%,1,1,t
429295818,Ola,2021-10-27,t,within an hour,90%,100%,1,1,t
400495940,Milton,2021-05-07,f,,,,1,1,t
65984536,Kyle,2016-04-05,t,within an hour,100%,99%,3,5,t
18898066,Andre,2014-07-25,t,within an hour,100%,100%,1,4,t
93716898,Aggrey,2016-09-05,,within an hour,100%,100%,1,1,t
346988041,Ekene,2020-05-21,f,within an hour,100%,93%,3,3,t
431072512,Karen,2021-11-09,f,within an hour,100%,94%,1,3,t
207414760,Tarlochan,2018-08-04,f,within an hour,100%,79%,1,1,t
219317062,Easha,2018-10-07,t,within an hour,100%,97%,1,4,t
125895897,Kara,2017-04-14,t,within a few hours,100%,92%,1,1,t
346724029,Stanley,2020-05-19,,a few days or more,0%,100%,2,3,t
122056108,Javier,2017-03-22,,within an hour,100%,53%,1,1,t
128712300,Paige,2017-05-03,t,within an hour,100%,100%,1,2,t
65407269,Temitayo,2016-04-01,f,within a few hours,100%,100%,1,1,t
201107618,Jessica,2018-07-09,f,within a day,100%,,1,1,t
261615263,Lola And Henry,2019-05-13,t,within an hour,100%,96%,2,2,t
436088702,Owocrown,2021-12-15,t,within an hour,100%,100%,2,3,f
436464214,Kafayat,2021-12-18,,a few days or more,25%,67%,1,1,t
14688156,Sivan,2014-04-24,f,within a day,80%,0%,1,2,t
437095800,John And Katrina,2021-12-22,,within a day,90%,93%,3,3,t
439133948,Peter,2022-01-05,t,,,93%,1,1,t
176320514,Mary Jane,2018-03-03,f,within an hour,70%,98%,2,2,t
296708205,Krista,2019-09-21,f,within an hour,100%,97%,2,2,t
440884142,Dave,2022-01-17,,within an hour,90%,100%,6,7,t
440724621,Chinwe,2022-01-16,f,within an hour,100%,100%,1,1,t
440787943,Sean,2022-01-16,t,within an hour,100%,97%,2,2,t
78630862,Amaka,2016-06-19,f,within an hour,94%,100%,3,3,t
309609476,I B,2019-11-14,,within a day,100%,0%,1,1,t
442121153,Seven,2022-01-25,f,,,100%,1,1,t
174680778,Waleed,2018-02-22,,,,100%,1,1,t
86613683,Michelle,2016-07-28,t,within a few hours,100%,80%,1,1,t
443926348,Cajetan And  Mercy,2022-02-06,t,within an hour,100%,100%,1,1,t
302803955,Vipan,2019-10-16,t,within an hour,100%,99%,2,2,t
408762919,Olusholami,2021-06-23,,within an hour,100%,87%,1,1,t
446410547,Catherine,2022-02-22,t,within an hour,100%,100%,1,1,t
446643790,Okey,2022-02-24,,,,,1,1,t
447143843,Kazeem,2022-02-27,,within an hour,100%,81%,2,2,t
123942185,Ash,2017-04-02,f,within an hour,100%,99%,2,2,t
413273155,Nook,2021-07-16,t,,,83%,1,1,t
451461794,Sheri,2022-03-27,f,,,,1,1,f
449759805,Prairie,2022-03-15,f,within an hour,100%,100%,1,1,t
449940289,Chloe,2022-03-16,f,within an hour,100%,78%,5,5,t
290352701,Fardid Hasan,2019-08-30,,,,100%,1,1,f
450311551,Angela,2022-03-19,t,within an hour,100%,99%,1,1,t
450443849,Monissh,2022-03-20,,within an hour,100%,98%,5,5,t
76016934,Michael,2016-06-05,,within an hour,95%,99%,2,9,t
42643937,Darla,2015-08-27,t,within an hour,100%,96%,2,2,t
33937219,Paul,2015-05-21,f,within a day,100%,20%,1,1,f
451704250,Grand Royal,2022-03-28,f,within an hour,90%,100%,1,2,t
452302265,Ayoleke,2022-04-01,t,within an hour,100%,96%,1,1,t
445341632,Ashley,2022-02-16,t,within an hour,100%,100%,1,1,f
172960313,Mohammad,2018-02-12,,within an hour,100%,100%,1,1,t
139884314,Florence,2017-07-11,,within an hour,100%,92%,3,3,t
121227781,Reanna,2017-03-17,t,within an hour,100%,91%,4,5,t
7365680,Jennilee,2013-07-08,,within an hour,100%,100%,1,2,t
187875631,Praise,2018-05-04,,within an hour,100%,100%,2,2,t
454845403,Meagan,2022-04-18,f,within an hour,100%,100%,2,2,t
189498228,Harsha,2018-05-14,,within an hour,80%,89%,1,1,t
367874453,Ruth,2020-09-16,,within an hour,100%,96%,1,2,t
174076259,Evan,2018-02-18,t,within an hour,100%,100%,2,2,t
342103720,Maninder,2020-03-20,f,,,100%,1,1,t
387213019,Stalin,2021-02-04,t,within an hour,100%,97%,1,1,t
239380191,Mary,2019-01-27,,within a few hours,100%,82%,1,1,t
456833253,Amie-Camila,2022-04-30,t,within an hour,100%,99%,1,1,t
338241485,Obinna,2020-02-23,,within an hour,100%,100%,2,3,t
315495929,Hope,2019-12-08,f,a few days or more,0%,33%,1,2,t
197334458,Irene & Dario,2018-06-22,f,within an hour,100%,81%,1,1,f
245820392,Kurt,2019-02-27,f,within a day,100%,50%,1,1,t
458141871,Alhaji,2022-05-08,,within an hour,90%,100%,3,3,t
208740880,Manavi,2018-08-10,,,,0%,1,1,t
23671907,Amy & Hamon,2014-11-12,t,within an hour,100%,96%,1,2,t
458313730,Alex,2022-05-09,f,within an hour,100%,100%,2,4,t
389478900,Manjot,2021-02-21,f,a few days or more,0%,100%,1,2,f
78199715,Sandy,2016-06-17,t,within a few hours,100%,100%,1,1,f
459479017,Hofit,2022-05-16,t,within an hour,100%,100%,2,2,t
188191480,Jebbin,2018-05-06,t,within an hour,100%,100%,1,1,t
461293333,Jonathon,2022-05-27,t,within a day,100%,68%,2,4,t
461426343,Rebecca,2022-05-28,t,within an hour,100%,99%,1,1,f
22591698,Andrea,2014-10-15,f,within an hour,100%,100%,2,2,t
244047915,Taylor,2019-02-19,,within an hour,100%,100%,3,4,t
349174628,Manjot,2020-06-08,f,within an hour,100%,96%,1,1,f
363318613,Raveen,2020-08-19,,,,100%,1,1,t
109258692,Alexandra,2016-12-31,,within an hour,100%,67%,1,2,t
90629172,Mary,2016-08-18,f,within an hour,100%,82%,1,1,t
267996187,Uyi,2019-06-12,f,within an hour,100%,99%,1,1,t
239318754,Mick And Marilyn,2019-01-27,t,within an hour,100%,98%,1,1,t
204252057,Emmanuel,2018-07-22,f,within an hour,100%,83%,2,2,t
252872043,M,2019-04-02,t,within a few hours,100%,100%,1,1,t
93824847,Trevor,2016-09-06,,,,86%,2,2,t
465288428,Saheed,2022-06-20,f,within an hour,100%,98%,1,2,t
465375673,Lee,2022-06-21,t,within an hour,100%,98%,1,1,t
465414163,Michelle,2022-06-21,t,within an hour,100%,98%,1,1,t
465435507,Oluwayomi,2022-06-21,,within an hour,100%,100%,1,1,t
608418,Jessica,2011-05-20,f,within an hour,100%,100%,1,4,t
405215517,Arsh,2021-06-04,f,within a day,50%,100%,1,1,t
398896741,Hillery,2021-04-27,f,within an hour,100%,93%,1,1,f
466392024,Brett,2022-06-27,f,within an hour,100%,83%,1,1,f
109017770,Jyoti,2016-12-29,,within an hour,100%,50%,1,3,t
36125863,Paul,2015-06-18,t,within an hour,100%,100%,5,5,t
244962690,Jon,2019-02-23,t,within a few hours,80%,97%,1,1,t
404190157,Osama,2021-05-29,,within a day,50%,67%,1,1,t
89719741,Noah,2016-08-13,t,within an hour,90%,100%,1,1,t
47870775,Gursimran,2015-11-01,f,a few days or more,20%,29%,1,1,f
172264161,Myrwyn,2018-02-07,f,within an hour,100%,100%,4,4,t
352383727,Ivy,2020-06-28,,within an hour,100%,100%,1,1,f
411889741,Omotola,2021-07-09,,within an hour,100%,100%,3,3,f
458645860,Anita,2022-05-11,f,within a few hours,83%,57%,1,1,t
468886036,Marsela,2022-07-11,,,,100%,1,1,t
404786703,Bambilyn,2021-06-01,f,within an hour,100%,97%,11,13,t
186714822,Anne,2018-04-28,,within a few hours,100%,89%,1,3,f
469127367,Terry,2022-07-12,f,within an hour,100%,85%,2,2,t
469710185,Maggie,2022-07-15,,within an hour,100%,99%,5,5,t
444767768,Bhawna,2022-02-12,,within an hour,100%,83%,1,2,f
181354289,Dylan,2018-03-29,f,,,,1,1,t
470053050,Cromwell,2022-07-17,,within a few hours,100%,90%,2,3,f
446778392,Dani,2022-02-25,t,within an hour,100%,94%,1,1,t
470276269,Atinuke,2022-07-18,,within an hour,100%,99%,3,3,t
466349570,Akeem,2022-06-27,f,within an hour,100%,97%,3,3,t
189116794,Ebele,2018-05-11,f,within an hour,92%,96%,1,1,t
173098000,Hinan,2018-02-12,f,,,93%,1,1,t
471379735,Victor,2022-07-24,,within an hour,100%,100%,1,1,f
103035630,Yutta,2016-11-08,,,,100%,1,1,t
466050732,Princess,2022-06-25,f,within a few hours,100%,93%,4,13,t
314955795,Afeez,2019-12-06,,within an hour,100%,97%,4,4,f
431155439,Tristan,2021-11-09,f,within a few hours,80%,70%,1,1,t
200167560,Tyler,2018-07-05,f,within a day,60%,0%,1,1,f
190173415,Daniell,2018-05-17,t,within an hour,100%,97%,3,3,t
445827435,Fatima,2022-02-19,t,within an hour,100%,98%,1,2,t
474491836,Dimash,2022-08-11,f,within an hour,100%,100%,2,3,t
400279201,Hassan,2021-05-06,,within a few hours,100%,100%,1,4,t
455544304,Suleiman,2022-04-22,,within an hour,100%,93%,1,1,f
433639221,Karen,2021-11-27,t,within an hour,100%,100%,1,1,t
475016471,Kazi,2022-08-14,,within an hour,67%,100%,1,1,f
475028535,Femi,2022-08-14,t,within an hour,100%,100%,1,1,f
464622639,Manik,2022-06-16,,within a day,75%,100%,1,1,f
475377213,Adedoyin,2022-08-16,,,,100%,2,3,f
166125558,April,2018-01-06,f,within an hour,96%,99%,4,5,t
342214117,Victor,2020-03-21,t,within an hour,100%,100%,8,10,t
476932751,Helen,2022-08-27,,within an hour,100%,100%,2,2,t
391819018,Daniel,2021-03-09,,within an hour,100%,99%,4,4,t
477141364,Stefan,2022-08-28,t,within an hour,100%,100%,2,2,f
72603724,Luxxe Host,2016-05-17,t,within an hour,100%,100%,5,9,t
454339347,Matthew,2022-04-14,f,a few days or more,20%,73%,1,2,f
66751493,Trish,2016-04-11,t,within an hour,100%,97%,2,2,t
436255816,Francis,2021-12-16,f,within an hour,100%,100%,1,1,t
478092402,Julie,2022-09-04,f,within an hour,100%,95%,1,1,t
44942967,Ian,2015-09-23,f,within an hour,100%,92%,2,2,t
135852781,Jackie,2017-06-19,f,within an hour,100%,86%,1,1,t
311483286,Christy,2019-11-22,f,a few days or more,0%,,1,1,t
478633629,Shady,2022-09-08,,,,100%,3,3,t
409307697,Tracy-Ann,2021-06-26,,within a few hours,100%,91%,1,2,t
120789349,Harsh,2017-03-14,,within an hour,100%,100%,1,3,t
190491390,Patricia,2018-05-19,f,within an hour,100%,100%,1,1,t
148851924,Nick,2017-09-02,,a few days or more,0%,,1,3,t
479766491,Matthew,2022-09-16,t,within a few hours,100%,100%,1,1,t
99144216,June,2016-10-10,,,,,5,10,t
35288016,Sadaf,2015-06-08,t,within an hour,100%,100%,1,3,t
480947763,Hari,2022-09-25,,a few days or more,0%,50%,1,1,t
31174814,Joanna,2015-04-13,f,within a few hours,100%,75%,1,1,t
408029138,Elvis,2021-06-19,,within an hour,90%,60%,2,2,f
269294765,Deepak,2019-06-17,f,,,100%,1,1,t
349205781,Nusrat Jahan,2020-06-08,t,within an hour,90%,87%,1,2,t
157290752,Ibhade,2017-11-03,t,within an hour,100%,97%,1,1,t
482542956,Adewumi,2022-10-06,,,,,1,1,t
482635349,Temitope,2022-10-07,f,within an hour,100%,88%,5,7,f
397916792,Chris,2021-04-20,f,within an hour,91%,100%,1,1,f
483049727,Nadiia,2022-10-10,f,within a few hours,100%,,1,1,f
435130187,Ramon,2021-12-07,,within a few hours,90%,83%,3,5,f
483497662,Olu,2022-10-13,t,within an hour,100%,98%,1,1,t
483586670,Jennifer,2022-10-14,,within a few hours,92%,52%,3,3,t
268838800,Maria,2019-06-15,t,within a day,100%,100%,1,2,t
420313773,A.S Management,2021-08-26,t,within an hour,100%,100%,2,3,t
160236784,Christine,2017-11-26,f,,,,1,2,t
69360661,Ali,2016-04-28,,within an hour,100%,97%,4,4,t
424934809,Amy,2021-09-27,,within an hour,90%,100%,1,6,f
200504909,Merryn,2018-07-07,,within an hour,100%,91%,12,12,t
448507598,Simaloi,2022-03-07,f,within a day,100%,100%,1,1,t
433309898,Emy,2021-11-24,,a few days or more,0%,6%,1,1,t
442302582,Mark,2022-01-26,f,within an hour,100%,100%,1,2,f
247701614,JoAnne,2019-03-08,f,within an hour,100%,96%,2,3,t
486111633,Cassandra,2022-11-02,f,within an hour,100%,100%,1,1,t
